ID,REGFALLE,OCUPACION,EDAD,EDADIGNORA,GRUPOSEDAD,SEXO,DEPTOLEV,MPIOLEV,LUGARLEVAN,PROCEMURIO,DIAMES,HORALEVAN,DEPTOOCUHE,MPIOOCUHE,PROCEOCUHE,LUGARAGRES,FECHAAGRE,TIPOVIOCOM,TIPOARMA,TIPOVIOINT,PRACAUT
1942,23383,MARA 18,24,,20-24,M,LA PAZ,SAN PEDRO NONU,CALLE,R,07/03/2021,1050,LA PAZ,SAN PEDRO NONUALCO,R,CALLE,07/03/2018,NO SE SABE,ARMA DE FUEGO,,SI
1943,23392,MARA SALVATRUCHA,22,,20-24,M,LA PAZ,SAN LUIS TALPA,HACIENDA,R,17/07/2021,2320,LA PAZ,SAN LUIS TALPA,R,HACIENDA,17/07/2018,MARAS,ARMA DE FUEGO,,SI
1944,23394,MARA SALVATRUCHA,44,,40-44,M,LA PAZ,ZACATECOLUCA,AUTOBUS,R,19/07/2021,1300,LA PAZ,ZACATECOLUCA,R,AUTOBUS,19/07/2018,MARAS,ARMA DE FUEGO,,SI
1945,23387,MARA SALVATRUCHA,23,,20-24,M,LA PAZ,SANTIAGO NONUA,CASA PROPIA,R,16/07/2021,318,LA PAZ,SANTIAGO NONUALCO,R,CASA PROPIA,16/07/2018,NO SE SABE,ARMA DE FUEGO,,SI
1946,23388,MARA 18,29,,25-29,M,LA PAZ,SAN LUIS TALPA,CALLE,R,17/07/2021,850,LA PAZ,SAN LUIS TALPA,R,CALLE,17/07/2018,DELINCUENCIA COMUN,ARMA DE FUEGO,,SI
1947,23391,MARA SALVATRUCHA,40,,40-44,M,LA PAZ,SAN LUIS TALPA,HACIENDA,R,17/07/2021,2306,LA PAZ,SAN LUIS TALPA,R,HACIENDA,17/07/2018,MARAS,ARMA DE FUEGO,,SI
1948,23393,JORNALERO,22,,20-24,M,LA PAZ,SAN LUIS TALPA,HACIENDA,R,17/07/2021,2335,LA PAZ,SAN LUIS TALPA,R,HACIENDA,17/07/2018,MARAS,ARMA DE FUEGO,,SI
1949,23395,VIGILANTE,27,,25-29,M,LA PAZ,ZACATECOLUCA,CARRETERA,R,20/07/2021,1150,LA PAZ,ZACATECOLUCA,R,CARRETERA,18/07/2018,MARAS,ARMA DE FUEGO,,SI
1950,24152,PESCADOR,36,,35-39,M,LA PAZ,S LUIS LA HERR,TIENDA,U,24/07/2021,2230,LA PAZ,S LUIS LA HERRADURA,U,TIENDA,24/07/2018,MARAS,ARMA DE FUEGO,,SI
1951,23398,MARA 18,36,,35-39,M,LA PAZ,SAN PEDRO MASA,PASAJE DE COLONIA,R,21/07/2021,1010,LA PAZ,SAN PEDRO MASAHUAT,R,PASAJE DE COLONIA,20/07/2018,MARAS,ARMA DE FUEGO,,NO
1952,23390,COMERCIANTE,54,,50-54,F,LA PAZ,SAN PEDRO MASA,PASAJE DE COLONIA,R,17/07/2021,1455,LA PAZ,SAN PEDRO MASAHUAT,R,PASAJE DE COLONIA,17/07/2018,NO SE SABE,ARMA DE FUEGO,,NO
1953,24154,VENDEDOR,56,,55-59,F,LA PAZ,OLOCUILTA,CALLE,U,28/07/2021,100,LA PAZ,OLOCUILTA,U,CALLE,27/07/2018,VENGANZA,ARMA DE FUEGO,,NO
1954,23399,MARA SALVATRUCHA,43,,40-44,M,LA PAZ,ROSARIO DE LA,CALLE,R,22/07/2021,2120,LA PAZ,ROSARIO DE LA PAZ,R,CALLE,22/07/2018,MARAS,ARMA DE FUEGO,,SI
1955,23463,DESCONOCIDO,64,,60-64,M,SAN VICENTE,SAN ILDEFONSO,VIA PUBLICA,R,25/07/2021,2230,SAN VICENTE,SAN ILDEFONSO,R,VIA PUBLICA,25/07/2018,NO SE SABE,ARMA DE FUEGO,,SI
1956,23466,JORNALERO,29,,25-29,M,SAN VICENTE,SAN VICENTE,CALLE,R,26/07/2021,2110,SAN VICENTE,SAN VICENTE,R,CALLE,26/07/2018,MARAS,ARMA DE FUEGO,,SI
1957,21864,MARA SALVATRUCHA,23,,20-24,M,USULUTAN,JIQUILISCO,PREDIO BALDIO,R,07/05/2021,1645,USULUTAN,JIQUILISCO,R,PREDIO BALDIO,07/05/2018,MARAS,ARMA DE FUEGO,,SI
1958,21867,ALBA¥IL,59,,55-59,M,USULUTAN,USULUTAN,CALLE,U,17/07/2021,655,USULUTAN,USULUTAN,U,CALLE,17/07/2018,MARAS,PIEDRA(LAPIDADO/A),,SI
1959,21868,DESCONOCIDO,23,,20-24,M,USULUTAN,USULUTAN,OTRO HOSP NACIONAL,U,18/07/2021,2312,SAN MIGUEL,EL TRANSITO,R,CASA PROPIA,18/07/2018,MARAS,ARMA DE FUEGO,,SI
1960,21872,MARA SALVATRUCHA,27,,25-29,M,USULUTAN,JIQUILISCO,PREDIO BALDIO,R,27/07/2021,2120,USULUTAN,JIQUILISCO,R,PREDIO BALDIO,25/07/2018,MARAS,OBJETO CONTUNDENTE,,SI
1961,23396,ALBA¥IL,55,,55-59,M,LA PAZ,S LUIS LA HERR,CALLE,R,21/07/2021,415,LA PAZ,S LUIS LA HERRADURA,R,CALLE,21/07/2018,NO SE SABE,ARMA DE FUEGO,,SI
1962,23397,AGRICULTOR,58,,55-59,M,LA PAZ,ROSARIO DE LA,OTRO VEHICULO,R,21/07/2021,645,LA PAZ,ROSARIO DE LA PAZ,R,OTRO VEHICULO,21/07/2018,DELINCUENCIA COMUN,ARMA DE FUEGO,,SI
1963,24151,DESCONOCIDO,25,,25-29,F,LA PAZ,SAN RAFAEL OBR,CALLE,R,24/07/2021,1640,LA PAZ,SAN RAFAEL OBRAJUELO,R,CALLE,24/07/2018,NO SE SABE,ARMA DE FUEGO,,SI
1964,24155,MARA SALVATRUCHA,23,,20-24,M,LA PAZ,SANTIAGO NONUA,CASA PROPIA,R,30/07/2021,100,LA PAZ,SANTIAGO NONUALCO,R,CASA PROPIA,29/07/2018,MARAS,CORTOCONTUNDENTE,,SI
1965,24158,DESCONOCIDO,21,,20-24,M,LA PAZ,SANTIAGO NONUA,HACIENDA,R,30/07/2021,1345,LA PAZ,SANTIAGO NONUALCO,R,HACIENDA,29/07/2018,NO SE SABE,ARMA DE FUEGO,,SI
1966,24157,AGRICULTOR,25,,25-29,M,LA PAZ,S LUIS LA HERR,CA¥AL,R,30/07/2021,1345,LA PAZ,S LUIS LA HERRADURA,R,CA¥AL,29/07/2018,NO SE SABE,ARMA DE FUEGO,,SI
1967,24161,MOTORISTA,22,,20-24,M,LA PAZ,ZACATECOLUCA,HACIENDA,R,31/07/2021,2015,LA PAZ,ZACATECOLUCA,R,HACIENDA,28/07/2018,MARAS,OBJETO CONTUNDENTE,,SI
1968,24156,JORNALERO,34,,30-34,M,LA PAZ,SAN PEDRO MASA,CA¥AL,R,30/07/2021,1050,LA PAZ,SAN PEDRO MASAHUAT,R,CA¥AL,29/07/2018,MARAS,CORTOCONTUNDENTE,,NO
1969,23400,MARA SALVATRUCHA,35,,35-39,M,LA PAZ,OLOCUILTA,PUPUSERIA,R,28/07/2021,2350,LA PAZ,OLOCUILTA,R,PUPUSERIA,28/07/2018,MARAS,ARMA DE FUEGO,,NO
1970,23458,COMERCIANTE,68,,65 A +,F,SAN VICENTE,SAN ESTEBAN CA,TERRENO,R,07/03/2021,1145,SAN VICENTE,SAN ESTEBAN CATARINA,R,TERRENO,07/01/2018,NO SE SABE,NO DATOS,,SI
1971,21865,OFICIOS DOMESTICOS,45,,45-49,F,USULUTAN,ESTANZUELAS,OTRO VEHICULO,R,13/07/2021,1745,USULUTAN,ESTANZUELAS,R,OTRO VEHICULO,13/08/2018,DELINCUENCIA COMUN,ARMA DE FUEGO,,SI
1972,21866,OFICIOS DOMESTICOS,20,,20-24,F,USULUTAN,USULUTAN,CALLE,U,16/07/2021,1020,USULUTAN,USULUTAN,U,CALLE,16/07/2018,MARAS,ARMA DE FUEGO,,SI
1973,21871,DESCONOCIDO,25,,25-29,M,USULUTAN,CONCEPCION BAT,CA¥AL,R,22/07/2021,2110,USULUTAN,CONCEPCION BATRES,R,CA¥AL,22/07/2018,DELINCUENCIA COMUN,CORTOCONTUNDENTE,,SI
1974,21870,DESCONOCIDO,19,,15-19,M,USULUTAN,USULUTAN,QUEBRADA,R,22/07/2021,1600,USULUTAN,USULUTAN,R,QUEBRADA,18/07/2018,MARAS,NO DATOS,,SI
1975,21869,DESCONOCIDO,30,,30-34,M,USULUTAN,USULUTAN,CALLE,U,22/07/2021,220,USULUTAN,USULUTAN,U,CALLE,22/07/2018,NO SE SABE,ARMA DE FUEGO,,SI
1976,21873,AGRICULTOR,60,,60-64,M,USULUTAN,USULUTAN,CALLE,R,29/07/2021,1830,USULUTAN,USULUTAN,R,CALLE,29/07/2018,MARAS,ARMA DE FUEGO,,NO
1977,21874,MARA SALVATRUCHA,16,,15-19,F,USULUTAN,JUCUARAN,QUEBRADA,R,30/07/2021,2005,USULUTAN,JUCUARAN,R,QUEBRADA,30/07/2018,MARAS,OBJETO CONTUNDENTE,,NO
1978,21875,MARA SALVATRUCHA,25,,25-29,M,USULUTAN,JUCUAPA,QUEBRADA,R,31/07/2021,2040,USULUTAN,JUCUAPA,R,QUEBRADA,31/07/2018,MARAS,ARMA DE FUEGO,,NO
1979,20052,OFICIOS DOMESTICOS,65,,65 A +,F,MORAZAN,CHILANGA,CASA PROPIA,U,07/04/2021,2305,MORAZAN,CHILANGA,U,CASA PROPIA,07/04/2018,MARAS,ARMA DE FUEGO,,SI
1980,24007,MARA SALVATRUCHA,20,,20-24,M,SAN MIGUEL,MONCAGUA,QUEBRADA,R,07/02/2021,1600,SAN MIGUEL,MONCAGUA,R,QUEBRADA,,MARAS,ARMA DE FUEGO,,SI
1981,23315,JORNALERO,61,,60-64,M,LA UNION,SAN ALEJO,CALLE,R,07/12/2021,1925,LA UNION,SAN ALEJO,R,CALLE,07/12/2018,POR CONOCIDO,ARMA DE FUEGO,,SI
1982,23220,VIGILANTE,71,,65 A +,M,SAN MIGUEL,SAN MIGUEL,VIA PUBLICA,U,23/07/2021,527,SAN MIGUEL,SAN MIGUEL,U,VIA PUBLICA,23/07/2018,NO SE SABE,ARMA DE FUEGO,,SI
1983,23221,ALBA¥IL,44,,40-44,M,SAN MIGUEL,SAN MIGUEL,VIA PUBLICA,U,23/07/2021,820,SAN MIGUEL,SAN MIGUEL,U,VIA PUBLICA,23/07/2018,NO SE SABE,ARMA DE FUEGO,,SI
1984,24017,DESCONOCIDO,27,,25-29,M,SAN MIGUEL,CHIRILAGUA,CALLE,R,19/07/2021,1845,SAN MIGUEL,CHIRILAGUA,R,CALLE,19/07/2018,NO SE SABE,ARMA DE FUEGO,,SI
1985,24018,DESCONOCIDO,31,,30-34,M,SAN MIGUEL,SAN MIGUEL,OTRO HOSP NACIONAL,U,20/07/2021,650,SAN MIGUEL,CIUDAD BARRIOS,U,VIA PUBLICA,17/07/2018,NO SE SABE,ARMA DE FUEGO,,SI
1986,23310,MARA SALVATRUCHA,36,,35-39,M,LA UNION,YAYANTIQUE,CASA PROPIA,R,07/02/2021,244,LA UNION,YAYANTIQUE,R,CASA PROPIA,07/01/2018,MARAS,ARMA DE FUEGO,,SI
1987,20041,AGRICULTOR,25,,25-29,M,MORAZAN,PERQUIN,CALLE,R,07/04/2021,1040,MORAZAN,PERQUIN,R,CALLE,07/04/2018,DELINCUENCIA COMUN,ASF X ESTRANGULACION,,SI
1988,20051,JORNALERO,30,,30-34,M,MORAZAN,OSICALA,CALLE,R,07/04/2021,1500,MORAZAN,OSICALA,R,CALLE,07/04/2018,MARAS,ARMA DE FUEGO,,SI
1989,20053,OFICIOS DOMESTICOS,32,,30-34,F,MORAZAN,CHILANGA,CASA PROPIA,R,07/04/2021,2335,MORAZAN,CHILANGA,R,CASA PROPIA,07/04/2018,MARAS,ARMA DE FUEGO,,SI
1990,20054,JORNALERO,75,,65 A +,M,MORAZAN,CHILANGA,CASA PROPIA,R,07/04/2021,2240,MORAZAN,CHILANGA,R,CASA PROPIA,07/04/2018,MARAS,ARMA DE FUEGO,,SI
1991,24011,AGRICULTOR,23,,20-24,M,SAN MIGUEL,SAN ANTONIO,CALLE,R,07/06/2021,2140,SAN MIGUEL,SAN ANTONIO,R,CALLE,07/06/2018,NO SE SABE,ARMA DE FUEGO,,SI
1992,24010,JORNALERO,44,,40-44,M,SAN MIGUEL,SAN MIGUEL,OTRO HOSP NACIONAL,U,07/06/2021,1645,USULUTAN,SANTIAGO DE MARIA,U,PARQUE,07/03/2018,NO SE SABE,OBJETO CONTUNDENTE,,SI
1993,24012,DESCONOCIDO,25,,25-29,M,SAN MIGUEL,SAN MIGUEL,VIA PUBLICA,U,07/08/2021,2215,SAN MIGUEL,SAN MIGUEL,U,VIA PUBLICA,07/08/2018,MARAS,ARMA DE FUEGO,,SI
1994,20055,DESCONOCIDO,31,,30-34,M,MORAZAN,SAN CARLOS,CALLE,R,07/08/2021,930,MORAZAN,SAN CARLOS,R,CALLE,07/08/2018,NO SE SABE,CORTOCONTUNDENTE,,SI
1995,20056,JORNALERO,38,,35-39,M,MORAZAN,CACAOPERA,CASA PROPIA,R,07/12/2021,1020,MORAZAN,CACAOPERA,R,CASA PROPIA,07/12/2018,MARAS,ARMA DE FUEGO,,SI
1996,24004,AGRICULTOR,33,,30-34,M,SAN MIGUEL,EL TRANSITO,CASA PROPIA,R,07/12/2021,1230,SAN MIGUEL,EL TRANSITO,R,CASA PROPIA,07/11/2018,MARAS,CORTOCONTUNDENTE,,SI
1997,24009,MARA SALVATRUCHA,25,,25-29,M,SAN MIGUEL,MONCAGUA,TERRENO,R,07/03/2021,1930,SAN MIGUEL,MONCAGUA,R,TERRENO,07/03/2018,ENFRENT C\AUTORIDAD,ARMA DE FUEGO,,SI
1998,23202,CABO,26,,25-29,M,SAN MIGUEL,SAN MIGUEL,CASA CONOCIDA,R,07/01/2021,1950,SAN MIGUEL,SAN MIGUEL,R,CASA CONOCIDA,07/01/2018,MARAS,ARMA DE FUEGO,,SI
1999,23312,MARA 18,33,,30-34,M,LA UNION,LA UNION,OTRO HOSP NACIONAL,U,07/01/2021,600,LA UNION,LA UNION,U,CALLE,07/01/2018,MARAS,ARMA DE FUEGO,,SI
2000,20788,AGRICULTOR,20,,20-24,M,SAN MIGUEL,LOLOTIQUE,CALLE,R,14/07/2021,1630,SAN MIGUEL,LOLOTIQUE,R,CALLE,14/07/2018,NO SE SABE,ARMA DE FUEGO,,SI
2001,20044,JORNALERO,45,,45-49,M,MORAZAN,CORINTO,TERRENO,R,14/07/2021,1400,MORAZAN,CORINTO,R,TERRENO,07/11/2018,NO SE SABE,CORTOCONTUNDENTE,,SI
2002,20789,VENDEDOR,42,,40-44,F,SAN MIGUEL,CHAPELTIQUE,CALLE,R,19/07/2021,1030,SAN MIGUEL,CHAPELTIQUE,R,CALLE,18/07/2018,NO SE SABE,ARMA DE FUEGO,,SI
2003,20045,JORNALERO,43,,40-44,M,MORAZAN,GUATAJIAGUA,CALLE,R,25/07/2021,310,MORAZAN,GUATAJIAGUA,R,CALLE,25/07/2018,MARAS,ARMA DE FUEGO,,SI
2004,24023,MARA SALVATRUCHA,16,,15-19,M,SAN MIGUEL,MONCAGUA,TERRENO,R,28/07/2021,1600,SAN MIGUEL,MONCAGUA,R,TERRENO,28/07/2018,ENFRENT C\AUTORIDAD,ARMA DE FUEGO,,SI
2005,24022,DESCONOCIDO,14,,10-14,M,SAN MIGUEL,EL TRANSITO,CASA CONOCIDA,R,28/07/2021,156,SAN MIGUEL,EL TRANSITO,R,CASA CONOCIDA,27/07/2018,NO SE SABE,ARMA DE FUEGO,,SI
2006,19734,MARA SALVATRUCHA,30,,30-34,M,LA UNION,SAN ALEJO,CASA CONOCIDA,R,27/07/2021,2350,LA UNION,SAN ALEJO,R,CASA CONOCIDA,27/07/2018,MARAS,ARMA DE FUEGO,,SI
2007,20046,MARA SALVATRUCHA,23,,20-24,M,MORAZAN,YOLOAIQUIN,CASA CONOCIDA,R,31/07/2021,1730,MORAZAN,YOLOAIQUIN,R,CASA CONOCIDA,30/07/2018,MARAS,ARMA DE FUEGO,,SI
2008,24102,JORNALERO,32,,30-34,M,SAN MIGUEL,SAN MIGUEL,CASA CONOCIDA,R,31/07/2021,155,SAN MIGUEL,SAN MIGUEL,R,CASA CONOCIDA,30/07/2018,POR CONOCIDO,CORTOCONTUNDENTE,,SI
2009,20648,MARA SALVATRUCHA,35,,35-39,M,SAN SALVADOR,SAN MARCOS,VIA PUBLICA,U,07/01/2021,1015,SAN SALVADOR,SAN MARCOS,U,VIA PUBLICA,07/01/2018,NO SE SABE,ARMA DE FUEGO,,NO
2010,23020,DESCONOCIDO,30,,30-34,M,SAN SALVADOR,CIUDAD DELGADO,CARRETERA,R,07/03/2021,910,SAN SALVADOR,CIUDAD DELGADO,R,CARRETERA,07/03/2018,MARAS,ASF X ESTRANGULACION,,NO
2011,20649,DESCONOCIDO,20,,20-24,M,SAN SALVADOR,PANCHIMALCO,CANCHA DE FUTBOL,R,07/01/2021,2100,SAN SALVADOR,PANCHIMALCO,R,CANCHA DE FUTBOL,07/01/2018,MARAS,ARMA DE FUEGO,,NO
2012,20005,AGRICULTOR,45,,45-49,M,SAN SALVADOR,SAN SALVADOR,HOSP.NAC.ROSALES,U,07/02/2021,2350,SAN SALVADOR,EL PAISNAL,R,CASA PROPIA,07/02/2018,MARAS,ARMA DE FUEGO,,NO
2013,21560,MARA 18,39,,35-39,M,SAN SALVADOR,SAN SALVADOR,VIA PUBLICA,U,07/03/2021,1140,SAN SALVADOR,SAN SALVADOR,U,VIA PUBLICA,07/03/2018,MARAS,ARMA DE FUEGO,,NO
2014,20007,MARA 18,46,,45-49,M,SAN SALVADOR,APOPA,VIA PUBLICA,U,07/06/2021,540,SAN SALVADOR,APOPA,U,VIA PUBLICA,07/06/2018,MARAS,ARMA DE FUEGO,,NO
2015,23479,EMPLEADO,50,,50-54,M,SAN SALVADOR,CIUDAD DELGADO,TIENDA,U,07/01/2021,2255,SAN SALVADOR,CIUDAD DELGADO,U,TIENDA,07/01/2018,MARAS,ARMA DE FUEGO,,NO
2016,23480,DESCONOCIDO,32,,30-34,M,SAN SALVADOR,CIUDAD DELGADO,TIENDA,R,07/01/2021,2235,SAN SALVADOR,CIUDAD DELGADO,R,TIENDA,07/01/2018,MARAS,ARMA DE FUEGO,,NO
2017,23601,DESCONOCIDO,59,,55-59,M,SAN SALVADOR,SAN MARCOS,TALLER,U,07/07/2021,1615,SAN SALVADOR,SAN MARCOS,U,TALLER,06/07/2018,DELINCUENCIA COMUN,OBJETO CONTUNDENTE,,NO
2018,24005,MARA SALVATRUCHA,18,,15-19,M,SAN MIGUEL,MONCAGUA,TERRENO,R,25/07/2021,1930,SAN MIGUEL,MONCAGUA,R,TERRENO,25/07/2018,ENFRENT C\AUTORIDAD,ARMA DE FUEGO,,SI
2019,24020,MARA SALVATRUCHA,16,,15-19,M,SAN MIGUEL,CHAPELTIQUE,CASA PROPIA,R,24/07/2021,1740,SAN MIGUEL,CHAPELTIQUE,R,CASA CONOCIDA,24/07/2018,DELINCUENCIA COMUN,ARMA DE FUEGO,,SI
2020,24025,AGRICULTOR,52,,50-54,M,SAN MIGUEL,SAN MIGUEL,CASA CONOCIDA,R,27/07/2021,1015,SAN MIGUEL,SAN MIGUEL,R,CASA CONOCIDA,27/07/2018,MARAS,ARMA DE FUEGO,,SI
2021,24019,DESCONOCIDO,33,,30-34,M,SAN MIGUEL,SAN MIGUEL,OTRO HOSP NACIONAL,U,26/07/2021,2040,SAN MIGUEL,SAN LUIS DE LA REINA,R,CALLE,25/07/2018,NO SE SABE,OBJETO CONTUNDENTE,,SI
2022,24101,ALBA¥IL,46,,45-49,M,SAN MIGUEL,SAN MIGUEL,CALLE,U,29/07/2021,1015,SAN MIGUEL,SAN MIGUEL,U,CALLE,29/07/2018,MARAS,ARMA DE FUEGO,,SI
2023,23602,EMPLEADO,37,,35-39,M,SAN SALVADOR,SAN MARCOS,PASAJE DE COLONIA,U,07/08/2021,430,SAN SALVADOR,SAN MARCOS,U,PASAJE DE COLONIA,07/08/2018,MARAS,ARMA DE FUEGO,,NO
2024,23629,ESTUDIANTE,30,,30-34,F,SAN SALVADOR,SOYAPANGO,CASA PROPIA,U,07/06/2021,1000,SAN SALVADOR,SOYAPANGO,U,CASA PROPIA,07/04/2018,VIOLENCIA INTRAFAMI,CORTOCONTUNDENTE,COMPA¥ERO DE VIDA,NO
2025,23669,DESCONOCIDO,39,,35-39,M,SAN SALVADOR,SAN MARTIN,CARRETERA,U,07/04/2021,355,SAN SALVADOR,SAN MARTIN,U,CARRETERA,07/04/2018,DELINCUENCIA COMUN,ASF X ESTRANGULACION,,NO
2026,20004,DESCONOCIDO,39,,35-39,M,SAN SALVADOR,GUAZAPA,CARRETERA,R,07/01/2021,540,SAN SALVADOR,GUAZAPA,R,CARRETERA,07/01/2018,NO SE SABE,ASF X ESTRANGULACION,,NO
2027,20006,MARA 18,22,,20-24,M,SAN SALVADOR,APOPA,VIA PUBLICA,U,07/06/2021,350,SAN SALVADOR,APOPA,U,VIA PUBLICA,07/06/2018,MARAS,ARMA DE FUEGO,,NO
2028,23477,MARA 18,31,,30-34,M,SAN SALVADOR,MEJICANOS,HOSP.NAC.ZACAMIL,U,07/05/2021,400,SAN SALVADOR,MEJICANOS,U,VIA PUBLICA,07/04/2018,ENFRENT C\AUTORIDAD,ARMA DE FUEGO,,NO
2029,23640,DESCONOCIDO,29,,25-29,M,SAN SALVADOR,SAN SALVADOR,VIA PUBLICA,U,13/07/2021,2020,SAN SALVADOR,SAN SALVADOR,U,VIA PUBLICA,13/07/2018,NO SE SABE,ARMA DE FUEGO,,NO
2030,20650,EMPLEADO,29,,25-29,M,SAN SALVADOR,PANCHIMALCO,OTRO VEHICULO,U,07/03/2021,2230,SAN SALVADOR,PANCHIMALCO,U,OTRO VEHICULO,07/03/2018,MARAS,ARMA DE FUEGO,,NO
2031,23672,DESCONOCIDO,14,,10-14,M,SAN SALVADOR,SOYAPANGO,CARRETERA,U,07/09/2021,2330,SAN SALVADOR,SOYAPANGO,U,CARRETERA,07/09/2018,NO SE SABE,ASF X ESTRANGULACION,,NO
2032,23671,DESCONOCIDO,25,,25-29,M,SAN SALVADOR,SOYAPANGO,CARRETERA,U,07/08/2021,825,SAN SALVADOR,SOYAPANGO,U,CARRETERA,07/08/2018,MARAS,ASF X ESTRANGULACION,,NO
2033,23604,DESCONOCIDO,16,,15-19,M,SAN SALVADOR,PANCHIMALCO,CASA PROPIA,R,07/11/2021,1020,SAN SALVADOR,PANCHIMALCO,R,CASA PROPIA,07/11/2018,MARAS,CORTOCONTUNDENTE,,NO
2034,23673,VIGILANTE,22,,20-24,M,SAN SALVADOR,ILOPANGO,CARRETERA,U,07/10/2021,735,SAN SALVADOR,ILOPANGO,U,CARRETERA,07/10/2018,DELINCUENCIA COMUN,ARMA DE FUEGO,,NO
2035,21569,DESCONOCIDO,25,,25-29,M,SAN SALVADOR,SAN SALVADOR,HOSP.NAC.ROSALES,U,07/07/2021,1212,SAN SALVADOR,SAN SALVADOR,U,VIA PUBLICA,07/05/2018,VENGANZA,ARMA DE FUEGO,,NO
2036,23605,DESCONOCIDO,23,,20-24,M,SAN SALVADOR,SANTIAGO TEXAC,CALLE,R,13/07/2021,2356,SAN SALVADOR,SANTIAGO TEXACUANGOS,R,CALLE,13/07/2018,MARAS,ARMA DE FUEGO,,NO
2037,20709,ESTUDIANTE,14,,10-14,M,SAN SALVADOR,CUSCATANCINGO,VIA PUBLICA,U,14/07/2021,400,SAN SALVADOR,CUSCATANCINGO,U,VIA PUBLICA,14/07/2018,VIOLENCIA INTRAFAMI,ARMA DE FUEGO,PADRE,NO
2038,20708,EMPLEADO,30,,30-34,M,SAN SALVADOR,CIUDAD DELGADO,VIA PUBLICA,U,13/07/2021,1545,SAN SALVADOR,CIUDAD DELGADO,U,VIA PUBLICA,13/07/2018,MARAS,ARMA DE FUEGO,,NO
2039,23674,MECANICO,18,,15-19,M,SAN SALVADOR,SAN MARTIN,TERRENO,R,13/07/2021,1530,SAN SALVADOR,SAN MARTIN,R,TERRENO,07/11/2018,MARAS,ARMA DE FUEGO,,NO
2040,24077,ESTUDIANTE,22,,20-24,M,SAN SALVADOR,SAN SALVADOR,VIA PUBLICA,U,15/07/2021,1730,SAN SALVADOR,SAN SALVADOR,U,VIA PUBLICA,15/07/2018,DELINCUENCIA COMUN,ARMA DE FUEGO,,NO
2041,20711,DESCONOCIDO,23,,20-24,M,SAN SALVADOR,AYUTUXTEPEQUE,CASA PROPIA,U,13/07/2021,1745,SAN SALVADOR,AYUTUXTEPEQUE,U,CASA PROPIA,13/07/2018,MARAS,ARMA DE FUEGO,,NO
2042,20010,AGRICULTOR,74,,65 A +,M,SAN SALVADOR,APOPA,PASAJE DE COLONIA,U,16/07/2021,1650,SAN SALVADOR,APOPA,U,PASAJE DE COLONIA,16/07/2018,MARAS,ARMA DE FUEGO,,NO
2043,20012,MARA 18,20,,20-24,M,SAN SALVADOR,TONACATEPEQUE,HACIENDA,R,23/07/2021,1900,SAN SALVADOR,TONACATEPEQUE,R,HACIENDA,23/07/2018,DELINCUENCIA COMUN,ASF X ESTRANGULACION,,NO
2044,20009,JORNALERO,23,,20-24,M,SAN SALVADOR,APOPA,VIA PUBLICA,U,14/07/2021,2255,SAN SALVADOR,APOPA,U,VIA PUBLICA,14/07/2018,MARAS,ARMA DE FUEGO,,NO
2045,23636,DESCONOCIDO,27,,25-29,M,SAN SALVADOR,SAN SALVADOR,VIA PUBLICA,U,15/07/2021,5,SAN SALVADOR,SAN SALVADOR,U,VIA PUBLICA,14/07/2018,MARAS,ARMA DE FUEGO,,NO
2046,20011,MARA SALVATRUCHA,21,,20-24,M,SAN SALVADOR,NEJAPA,CASA PROPIA,R,22/07/2021,2110,SAN SALVADOR,NEJAPA,R,CASA PROPIA,22/07/2018,MARAS,ARMA DE FUEGO,,NO
2047,23683,MARA 18,17,,15-19,M,SAN SALVADOR,SOYAPANGO,HOSP.NAC.SOYAPANGO,U,24/07/2021,1500,SAN SALVADOR,SOYAPANGO,U,VIA PUBLICA,24/07/2018,MARAS,ARMA DE FUEGO,,NO
2048,20008,DESCONOCIDO,,,IGNORADO,M,SAN SALVADOR,TONACATEPEQUE,TERRENO,R,07/11/2021,1435,SAN SALVADOR,TONACATEPEQUE,R,TERRENO,07/07/2018,MARAS,ARMA DE FUEGO,,NO
2049,23603,MECANICO,37,,35-39,M,SAN SALVADOR,PANCHIMALCO,CALLE,R,07/08/2021,2015,SAN SALVADOR,PANCHIMALCO,R,CALLE,07/08/2018,MARAS,ARMA DE FUEGO,,NO
2050,23670,OBRERO(A),37,,35-39,M,SAN SALVADOR,SOYAPANGO,PASAJE DE COLONIA,U,07/06/2021,1800,SAN SALVADOR,SOYAPANGO,U,PASAJE DE COLONIA,07/06/2018,NO SE SABE,ARMA DE FUEGO,,NO
2051,20707,DESCONOCIDO,23,,20-24,M,SAN SALVADOR,CUSCATANCINGO,PASAJE DE COLONIA,U,07/12/2021,1530,SAN SALVADOR,CUSCATANCINGO,U,PASAJE DE COLONIA,07/12/2018,DELINCUENCIA COMUN,ARMA DE FUEGO,,NO
2052,23630,COMERCIANTE,49,,45-49,M,SAN SALVADOR,SAN SALVADOR,RIO,U,13/07/2021,1910,SAN SALVADOR,SAN SALVADOR,U,RIO,13/07/2018,MARAS,ARMA DE FUEGO,,NO
2053,23675,DESCONOCIDO,24,,20-24,M,SAN SALVADOR,SOYAPANGO,VIA PUBLICA,U,19/07/2021,2240,SAN SALVADOR,SOYAPANGO,U,VIA PUBLICA,19/07/2018,MARAS,ARMA DE FUEGO,,NO
